,Comments,Date,Product,Ratings,Reviews,Title
,Comments,Date,Product,Ratings,Reviews,Title
0,Was this review helpful to you?, January 25 2014,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,They were good while they lasted. I used them everyday at the gym and tossed them in a bag. Not too many headphones would manage as well. The sound is good for the price. They fit in your ear well and stay in well. They get loud enough to block out the gym speakers with their terrible music. That's all that I was really looking for.,Mine lasted about 6-9 months
1,Was this review helpful to you?, February 10 2016,Sony MDRE9LP/BLK Ear Buds,3.0 out of 5 stars,"The sounds from these ear buds is pretty good, but I do a lot of running and walking and the speakers inside the ear buds are loose. It is very annoying to hear the click, clank, click all the time. If you are buying these just to sit at a desk or something, these are great! Not so much for being active. Buy something else.",Not for the active person.
2,Was this review helpful to you?, July 6 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"Great sound, crisp and clear with a deep bass",Unbeatable at this price!
3,Was this review helpful to you?, September 26 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Liked it.,Five Stars
4,Was this review helpful to you?, October 12 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,arrived quickly and were brand new. I cannot judge the sound quality as I am used to larger headphones.,Five Stars
5,One person found this helpful. Was this review helpful to you?, May 4 2015,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,"Compared to the price i thought it wouldn't be as cheap quality, its very weak and you can hear the breaking of the sound through the headphones and sometimes one headphone doesn't work and you always need to have two headphones on to hear what your hearing, i could have got a better headphone at the store.",i could have got a better headphone at the store
6,One person found this helpful. Was this review helpful to you?, April 29 2015,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,"Would not recommend. Problems with crackling and sound going out of one earbud or the other on first use. Might work okay if you're not moving, but if you are moving at all, the sound goes in and out.",You Get What You Pay For
7,Was this review helpful to you?, June 18 2016,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,"I have been using the this Sony earbud since day one, I never had a problem i know exactly how it feels and sound... but this one feel cheap and it stop working after a month i had to buy another one from local retail store",don't buy save your money
8,Was this review helpful to you?, March 26 2013,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"I've had these ear-buds for almost a year now and they work like new! I'm an avid music-lover so naturally i needed these. the sound quality is ok, i can change the sound on my ipod (EQualizer). They're long-lasting, i listen to my ipod almost everyday for a few hours (i also hook them up to my computer). Will purchase again when I need a replacement.",Long-lasting
9,Was this review helpful to you?, November 30 2017,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Lasted me a long time,Five Stars
,Comments,Date,Product,Ratings,Reviews,Title
0,Was this review helpful to you?, August 26 2016,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,Not good and didn't work very long BF it broke,Not good
1,Was this review helpful to you?, April 25 2017,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,Used 3 times and one ear piece is already not working properly.,One Star
2,Was this review helpful to you?, March 27 2018,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,Headphones have static and the music fades in and out I believe they have a short in them . Always trusted a Sony product .....very dissatisfied.,No returns. ☹️
3,Was this review helpful to you?, September 7 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,work great,work great
4,Was this review helpful to you?, December 14 2015,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,"I do not believe these are a Sony product. The sound quality was terrible, no bass whatsoever. The wires are super thin and the FIRST time I tired to use them, the plug had a bad connection where one bud would go in and out. Basically these are junk. If this is a legitimate Sony product then shame on them.",Worthless Junk
5,Was this review helpful to you?, July 14 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,love it,Five Stars
6,One person found this helpful. Was this review helpful to you?, February 23 2015,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"I always return to this product. I love it. I was in a van traveling with my teammates, blasting music through these earphones. A teammate turned around and told me that it is as loud as his Beats by Dre headphones.",A great profuct.
7,Was this review helpful to you?, July 12 2015,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,"They arrived promptly and sounded good. I was very pleased with the headphones until this afternoon, just shy of a month after receiving them, when the left earbud stopped working. There's a difference between ""inexpensive"" and ""cheap"". These turned out to be the latter.",They arrived promptly and sounded good. I was very pleased with the headphones until ...
8,One person found this helpful. Was this review helpful to you?, March 29 2015,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,I have small ears and these work great,Five Stars
9,Was this review helpful to you?, July 15 2014,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Best Headphones ever... My ears have never loved another as they do these fashion buds! I should have got more of them since its hard to find in stores. Great buy!,The Best!
,Comments,Date,Product,Ratings,Reviews,Title
0,Was this review helpful to you?, March 20 2018,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Slightly smaller than standard earbuds and perfectly fit inside my small ears. They do not fall out while on the treadmill or walking around which is wonderful! Worth every penny and the sound quality is far better than my old earbuds. Will buy again when these wear out.,Slightly smaller and stay inside your ear!!
1,Was this review helpful to you?, December 18 2015,Sony MDRE9LP/BLK Ear Buds,4.0 out of 5 stars,"I was a huge fan of the Sony Mdr-E10Lp earbuds but those sadly were lost in a move. I bought these as a replacement and they are not quite the same (not quite as comfortable and I think the E10Lp had better sound) but they are adequate for podcasting and casual music listening at my desk job. I have now bought several pairs and they are definitely still better than the equivalent JVC earbuds I picked up in a store. Still cheap enough that I didn't feel like I was breaking the bank to buy extra pairs to leave at home, work, etc. Thumbs up.",Adequate for casual listening - not going to win any awards
2,Was this review helpful to you?, April 9 2018,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"If you like to have multiple earbuds around the house, in the car, at work, etc. you can't go wrong with these. Had a minor problem that seller took care of immediately. Would purchase this product again and would purchase from this vendor again. Excellent experience.","Great product, price and service."
3,2 people found this helpful. Was this review helpful to you?, July 21 2014,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,"The audio quality from these earbuds is terrible. After Sony discontinued the MDR-E828LP, my favorite inexpensive earbuds, I bought these thinking that they would be of similar quality to the MDR-E828LP. Not even close. The bass on the MDR-E828LP is great considering that they are earbuds. The bass on the MDRE9LP is practically nonexistent, and they have this hollow/boxy sound that is just not pleasant to listen to. After suffering with them for 5 months, I was able to purchase 10 sets of refurbished MDR-E828LP earbuds. These will last me for a while, hopefully long enough for Sony to actually improve on the MDR-E828LP rather than put out something vastly inferior. I tested them just now, and the difference between the MDR-E828LP and MDRE9LP is incredible. I find it hard to believe that Sony would put its name on garbage like the MDRE9LP. Avoid these at all costs.",Garbage
4,2 people found this helpful. Was this review helpful to you?, August 29 2015,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,"I bought these to replace my dead—and recently discontinued—Sony MDRE828LP ear buds, thinking they would be a close match, and perhaps even an evolution of the old design. (The MDRE828LP had insanely good bass for the size and clear, crisp treble and midrange sound. And at the time, they were only $5.) The shape of my ears makes high-end, rubbery, noise-canceling ear buds a no-go; I much prefer these type of ear buds.

I was sadly very mistaken. These are horrible. Mushy, muffled sound, like having cotton in your ears. No bass. Tinny. Not to mention the shape, which is uncomfortable and chunky. Unlike the old ones, these are cheap crap quality to go with the cheap price. For music, the sound is honestly unbearable. I ended up giving these away to Goodwill immediately.",Audiophiles and music lovers beware.
5,6 people found this helpful. Was this review helpful to you?, December 26 2016,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,"Shockingly bad, even for the paltry eight bucks I paid for them. You can check my reviews; I can't stand super-negative, shrill reviews based on some personal issue the reviewer has with a product. But the sound quality of these buds were, to my ears, terrible--as in no redeeming value even at the very low price point. I've had Sony ear buds before, and loved them (till they ultimately shorted out after a reasonable period of time). I'm surprised Sony would put its name on these. I knew things were not good when I opened the box and the package said ""Fashion Earphones"" or some such. Luckily, I also ordered the Edifier H180 Hi-Fi Stereo Earbuds at the same time. For a few extra bucks, these buds deliver significantly better sound quality. In short, if you're looking to upgrade your listening experience from . . . well anything, keep moving.",Not the Answer to Anything
6,2 people found this helpful. Was this review helpful to you?, July 24 2013,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"I chose these as the previous generation of Sony ear buds were my favourite. These stay in just fine when I'm jogging and I have used them about 15 times already. The only complaint I have is that the previous generation had curved pieces (arms for lack of a better term) that i could identify SIMPLY BY FEEL as left and right. These new ear buds have an ""L"" and an ""R"" indicating left and right, but you actually have to look at them each time. Soon enough, I'm sure the letters will wear off and it will be left to trial and error to see if I can get them in the appropriate ears. Aside from that one small item, these ear buds are great. Good value, good sound, good fit and durable.",Great ear buds that don't fall out when running
7,Was this review helpful to you?, June 6 2017,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,"It does make sound. It does so not so much better than 99 cents store headphone, but cost 8 times more. I use it to replace a earphone for TV series watched on IPAD. I want it to be small so I can sleep with it. Sound wise, it is much worse than a 20 years ago SONY headphone with similar design. It is light-years away from its own MDR-V6.",It does so not so much better than 99 cents store headphone
8,Was this review helpful to you?, April 8 2014,Sony MDRE9LP/BLK Ear Buds,4.0 out of 5 stars,"These are not the super bass ear buds you want to jam tunes with at the gym! But they are well balanced, durable and work well with my Kindle and Android phone when I'm watching Netflix or listening to Podcasts. Sony makes a good product, comfortable even without the spongy ear covers, and if I fall asleep with these in, and they are comfortable enough to do this, they won't tear out of my ears rolling over or break off at the wire connectors. The price was outstanding, the product is tough and works well for many sound applications, just don't expect to use them for outstanding music reproduction. There are better ear buds for that but they will cost about 10 times as much.",Great For TV and Other Mid-level Sound Uses
9,One person found this helpful. Was this review helpful to you?, November 21 2014,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,"What a difference of sound from the Sony MDRE828LP. Barely any bass unless I squeeze them deep inside my ears. The cords are thin and feels very flimsy. I'm sure I'll tear them easily and soon! :( Sounds worst than the Apple ones. I listen to a lot of electronic, ambient like Moby, also ASMR videos where I need to ""feel"" the sound/music and this is not working for my preferences. What a disappointment. No wonder the Sony MDRE828LP cost $30 + nowadays. I'm afraid it's worth the price! Good for audio books though.",Nowhere near the Sony MDR-E828LP
,Comments,Date,Product,Ratings,Reviews,Title
0,Was this review helpful to you?, August 9 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,They last a long time i still have mine i got them a year ago,Five Stars
1,Was this review helpful to you?, June 24 2016,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,"So lots of folks have said great things about these. One review mentioned lack of base which is true. If you are an audio-book person these will do however, for music they sound like a fish bowl :-(",Fishbowl Sound
2,Was this review helpful to you?, January 21 2018,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,When I got them the left side was only working.,One Star
3,Was this review helpful to you?, February 16 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"I have bought these same headphones on multiple occasions and they have lasted about 3-4 years a piece. Considering one wrong tug on most ear buds will cause one to stop functioning, these have performed the best for the price and my constant usage of them.",these have performed the best for the price and my constant usage of them
4,Was this review helpful to you?, January 9 2018,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"These things are still going, 8 months strong. I am amazed.",I am amazed.
5,Was this review helpful to you?, January 9 2015,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,I'm using these as I type this review. They are better than the 5 year old ear buds I had on my MP3 player.,They are better than the 5 year old ear buds I had ...
6,Was this review helpful to you?, March 25 2017,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"I love these earbuds, i can wear them for hours without them hurting like those new apple earbuds that come with there phones.",I love these earbuds
7,Was this review helpful to you?, December 26 2014,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Just as advertized. These replace the same product which stopped working after several years. My son likes these best because they fit his ears best. Glad they were still available.,Exactly what my son wanted
8,One person found this helpful. Was this review helpful to you?, February 16 2015,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,I like this style of ear bud rather than the ones that seal into your ear.,Five Stars
9,Was this review helpful to you?, January 29 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"I always buy these earbud headphones from Sony because they work great, sit comfortably in my ears, and last a long time if you take care of them. My last set lasted about three years of continuous use. Colors are fun, too. Good buy.","... buy these earbud headphones from Sony because they work great, sit comfortably in my ears"
,Comments,Date,Product,Ratings,Reviews,Title
0,2 people found this helpful. Was this review helpful to you?, July 19 2013,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,"Sony used to make these earbuds that looked almost identical to this but have shrunk them or something. The old ones, called Sony Fashion Earbuds are perfect, but these constantly fall out of my ears and are uncomfortable to use. I feel like I have to keep pushing them into my ear and it is downright impossible to jog with these in.",Too small!!
1,Was this review helpful to you?, July 27 2013,Sony MDRE9LP/BLK Ear Buds,4.0 out of 5 stars,ordered for my wife. She claims they work fine and no issues major issues. She has claimed they can be a bit uncomfortable after long periods of wear.,good solid earbuds
2,2 people found this helpful. Was this review helpful to you?, April 6 2015,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,"If you need a headphone that plays sound yea their fine. If you need a headphone that has good quality these are not the ones for you. The vocals are raspy and the bass in non-existent. If I were you, spend the money for good earbuds.",Plays Sound but with bad Quality
3,One person found this helpful. Was this review helpful to you?, September 8 2015,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,I've always used these types of earphones. I just have a bad habit of losing them. The sound quality is great and they fit pretty well. They're pretty sturdy too. ^^,Love these earphones
4,Was this review helpful to you?, October 30 2014,Sony MDRE9LP/BLK Ear Buds,4.0 out of 5 stars,These are the only ones my 15 yr old will wear. He likes the feel of them and for the low price-they're a great value.,These are a great value.
5,Was this review helpful to you?, December 8 2016,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,"Comfortable! They stay in my ears well too.

However, seven months later one bud stopped working. I would expect more from Sony. Thanks Sony...",Comfortable! But....
6,Was this review helpful to you?, June 3 2015,Sony MDRE9LP/BLK Ear Buds,3.0 out of 5 stars,"Perform exactly as priced.
Sound quality at barely acceptable level. Basses are tiny, High's are distorted.
At the same time solid construction without obvious problems. Probably will last for reasonable period of time.
Ok for daily Audiobook listening, nothing more.

Not recommended for high quality music listening.",Average. Perform exactly as priced.
7,Was this review helpful to you?, May 9 2013,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,"well !!! i ordered the 2 earphones , other was panasonic RPHV21, and this earphone just nowhere stands infront of it. For similar price Panasonis is the best pick. Its a shame on the Brand name of Sony...",go for Panasonic RPHV21 MODELS of same price range!!!!
8,Was this review helpful to you?, September 26 2016,Sony MDRE9LP/BLK Ear Buds,4.0 out of 5 stars,They work great. satisfied,Four Stars
9,Was this review helpful to you?, September 30 2016,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,"Sound quality is very poor. Pretty disappointed even though I knew I wasn't buying high quality, other reviews had me believing sound was better than expected...it is not.",Sound quality is very poor. Pretty disappointed even though I knew I wasn't ...
,Comments,Date,Product,Ratings,Reviews,Title
0,2 people found this helpful. Was this review helpful to you?, April 11 2017,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"I subscribe to a wide variety of daily and weekly podcasts and I am constantly walking around with earbuds on. I'm sure that listening to podcasts constantly instead of loud music is better for my eardrums but it is murder on the earbuds. I have probably bought more earbuds in the last five years than five people buy in a lifetime. Since I have an Apple Nano and an iPod Touch, I was buying Apple OEM and replacement earbuds. I would buy twelve or fifteen at a time. The problem was that the earbuds might last only a week before either one side or both stopped working.

I bought a pair of these Sony earbuds a few days before Thanksgiving at a local discount store. It is now the end of January and the earbuds are still working like the day they came out of the store. And yes, they have been put through the wringer.
The sound is better than the cheaper Chinese Apple replacements, but what really seems to set these earbuds apart is the way they are constructed. The wire connections to the earbuds and the plug seem much stronger and more durable than the Apple design.
I would definitely recommend this product.",These earbuds are awesome!!
1,Was this review helpful to you?, June 30 2014,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"I love these earbuds! I take them on jogs with me all the time and the sound quality is pretty good. In the 5/6 years I've been buying them, I've never had a pair break. Definitely worth the $8.",I love these earbuds
2,Was this review helpful to you?, April 22 2014,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"I rate it 5 star for comfortability.

-Does not fall out of the ear
-its light
-over 8 hour use still comfortable. does not hurt your ears.
-You do get the sweaty ear feeling from head phones.
-Sounds good enough for the low price.
-The ear sponge earpad may get a little tricky to get it on the earplugs, but once you get it on its very very soft.",Very comfortable
3,Was this review helpful to you?, February 24 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"Ive been using regular earbuds everyday at work for two years, caused priblems with ears. They were impacted from the reg earbuds. These solved that priblem and rest in the ear very comfy and sound is great.",No more ear problems!
4,Was this review helpful to you?, September 5 2014,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,These last me a long time and have good sound quality. The only ear buds I will use.,Five Stars
5,One person found this helpful. Was this review helpful to you?, April 26 2015,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"I think I've already reviewed these headphones for another seller, but they really are great. They're super basic headphones, but, they always last me a while, and they're good quality for the price. Nothing special, they just work.",I love 'em
6,2 people found this helpful. Was this review helpful to you?, November 27 2013,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"My daughter liked it, actually it was for her, she is happy with them because they are a good fit for her ears.",Perfect design and color!
7,Was this review helpful to you?, February 22 2018,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Best headphones for your buck,Five Stars
8,One person found this helpful. Was this review helpful to you?, February 17 2015,Sony MDRE9LP/BLK Ear Buds,4.0 out of 5 stars,The right earbud stopped working after 3 months but worked well until then. I was really rough on them and would fall asleep with them in my ear while facetiming all night. That's why it broke after 3 months,The right earbud stopped working after 3 months but worked ...
9,Was this review helpful to you?, April 22 2018,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,"Both earbuds arrived completely severed from the cord. And no, I did not cut them in the process of opening the package.",Both earbuds arrived completely severed from the cord.
,Comments,Date,Product,Ratings,Reviews,Title
0,Was this review helpful to you?, May 14 2017,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,2nd time I've purchased these headphones. They're awesome! I hate the in ear ones and prefer this style instead. I can hardly find these in store anymore.,Simply great!
1,Was this review helpful to you?, March 25 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,excelente producto 100% recomendado,Five Stars
2,Was this review helpful to you?, January 1 2014,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,These earbuds are inexpensive and I wasn't sure what quality to expect. I have bought Sony products over the years and always liked them. So I thought I'd try these and I was pleasantly surprised. The sound is crisp and clear with a nice bass tone. I'd recommend these to anyone who doesn't want to pay alot but wants good sounding earbuds.,Sony Sounds Good
3,2 people found this helpful. Was this review helpful to you?, May 29 2015,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Good sound and fit. I've gotten the 100$ ear buds and they didn't last long,Five Stars
4,2 people found this helpful. Was this review helpful to you?, January 26 2015,Sony MDRE9LP/BLK Ear Buds,4.0 out of 5 stars,"Definitely you can tell the different between this and a good pair of ear buds, however for your buck, it's pretty good. Feels like cheap plastic but I'm not complaining about that for the price.",... you can tell the different between this and a good pair of ear buds
5,Was this review helpful to you?, June 21 2011,Sony MDRE9LP/BLK Ear Buds,3.0 out of 5 stars,"These Sony earbuds sound good. They are better than the ones that were provided with my new Walkman. Sadly, they are too large for my ear canals, which makes them uncomfortable, and I frequently have to readjust them. If these were smaller, they would be perfect for me. The wires are cumbersome, which is true for all earbuds. I keep hoping for wireless--maybe someday soon. If you have larger ear canals, and want decent sound, these are a good choice at a reasonable price.",Sony earbuds sound good
6,Was this review helpful to you?, May 16 2017,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Great headphones! I love this brand of headphones.,Five Stars
7,Was this review helpful to you?, July 31 2016,Sony MDRE9LP/BLK Ear Buds,3.0 out of 5 stars,"Cute and cheap, but falls apart very, very easily. They usually last me three or so months before they completely fall apart. The longest I've had them last is 6 months. :(",very easily. They usually last me three or so months ...
8,One person found this helpful. Was this review helpful to you?, August 29 2015,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,great sound out of a small set of ear buds. Absolutely love them. Nice price.,Five Stars
9,Was this review helpful to you?, September 24 2015,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,The second time I used it the left earbud fell apart. It still works because the wires were still intact but I don't expect much going forward. For the time being I will continue to use it as I pushed the whole thing back together. It's poorly constructed.,The second time I used it the left earbud fell ...
,Comments,Date,Product,Ratings,Reviews,Title
0,Was this review helpful to you?, August 24 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Cheap but I love it.,Five Stars
1,Was this review helpful to you?, June 23 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Great,Five Stars
2,Was this review helpful to you?, June 5 2015,Sony MDRE9LP/BLK Ear Buds,3.0 out of 5 stars,it came to me pretty fast. coming out of the box it sounded a little staticky. have to play with It a lil to adjust the sound. so I'm already skeptical about the durability of this merchandise. But it seems to work well for now. may get some backup headsets later on down the line. No Mic,write a list of here nothing special but good sound
3,One person found this helpful. Was this review helpful to you?, November 20 2013,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"These arrived faster than I expected them to, they look exactly as they do in the picture. I owned a pair of these previously for a couple of years before one of the ear buds stopped working. As long as you don't just throw them around and you take care of them they will last you a while. I'm very pleased with this purchase.",Love them.
4,One person found this helpful. Was this review helpful to you?, September 3 2013,Sony MDRE9LP/BLK Ear Buds,4.0 out of 5 stars,"Quality is similar for about 1/3 of the price...I order 2-3 at a time. Mine last for a year, but my kids go thru them faster...",MUCH cheaper than Apple iPhone/iPod replacement earbuds...
5,Was this review helpful to you?, September 4 2017,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Nice,Five Stars
6,Was this review helpful to you?, February 17 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Good quality for the price and size,Five Stars
7,Was this review helpful to you?, December 28 2016,Sony MDRE9LP/BLK Ear Buds,3.0 out of 5 stars,"Good for a little while, but didn't last long.",Three Stars
8,One person found this helpful. Was this review helpful to you?, January 28 2015,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,"I know is a very cheap product but being Sony I expected more quality, I have some white level brand from China and they sound the same. In the past there was some difference in terms of quality between Sony and any other Chinese brand, now it's the same.",I know is a very cheap product but being Sony ...
9,Was this review helpful to you?, June 17 2015,Sony MDRE9LP/BLK Ear Buds,4.0 out of 5 stars,"Works okay, but would be better if they were ""no tangle"" wires.","but would be better if they were ""no tangle"" wires"
,Comments,Date,Product,Ratings,Reviews,Title
0,Was this review helpful to you?, November 6 2014,Sony MDRE9LP/BLK Ear Buds,3.0 out of 5 stars,"The sound quality is terrible though. Like everyone said, it is very ""tinny"". I didn't know I ordered the wrong pairs. The older model is a lot better.",It does the job.. I guess
1,Was this review helpful to you?, October 8 2016,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,"They stop working the same day I got them, I know you got what you paid for but, 3 hrs after that is unacceptable","They stop working the same day I got them, ..."
2,One person found this helpful. Was this review helpful to you?, February 23 2012,Sony MDRE9LP/BLK Ear Buds,4.0 out of 5 stars,"These are the best in class: small, cheap, great fit and packed w/sound. I have a few pairs for the car, the gym bag, work, etc. They stay in my ears, unlike the newer bud types that are just cylinders.",Best in Class
3,Was this review helpful to you?, April 5 2016,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"got it for my mom, she uses them everyday with no complaints",Five Stars
4,Was this review helpful to you?, February 29 2016,Sony MDRE9LP/BLK Ear Buds,4.0 out of 5 stars,"Really good sound quality earbuds, which I expect from Sony. I have a little trouble with them falling out of my ears while I am on the treadmill.",Good quality
5,Was this review helpful to you?, December 2 2016,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,"Comfortable, but poor sound...cheap feel.",Two Stars
6,Was this review helpful to you?, July 8 2016,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,Worked fairly well for a while but soon one of the buds only worked half the time. I ended up throwing them and going with a superior Skullcandy product. I will not purchase again.,Sony fan here...but you may want to skip this one
7,Was this review helpful to you?, November 19 2015,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,Sound good but to small for a man's hands,One Star
8,Was this review helpful to you?, January 2 2015,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,I have been using the same ear buds for three years with no issues. Not too shabby for $10.,Perfect
9,Was this review helpful to you?, August 8 2015,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"I love them!!! the color, sound, packaging w the soft cushion. :)",it's a love hate thing
,Comments,Date,Product,Ratings,Reviews,Title
0,Was this review helpful to you?, February 8 2016,Sony MDRE9LP/BLK Ear Buds,4.0 out of 5 stars,"Loved these until the plastic end of one of the buds twisted off and no longer works. I may order again because they fit in my ear well, even while jogging, and worked fine until the one bud broke.",Loved these until the plastic end of one of the ...
1,Was this review helpful to you?, February 9 2018,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,They don't stay in your ears.,Not recommended.
2,Was this review helpful to you?, August 5 2014,Sony MDRE9LP/BLK Ear Buds,2.0 out of 5 stars,They don't sit well in my ears and while I'm riding my bike the holes on the outside catch the sound of the wind and I can't hear anything. Some may say that's just riding the bike but I've had other head phones that work much better and am currently just using the head phones that came with my HTC 1 phone and they work much better.,Can't ride my bike with them.
3,Was this review helpful to you?, May 26 2016,Sony MDRE9LP/BLK Ear Buds,3.0 out of 5 stars,These are good for the price but the sound quality isn't very good. Also they are a bit uncomfortable for long term wear.,These are good for the price but the sound quality isn't very ...
4,Was this review helpful to you?, January 7 2013,Sony MDRE9LP/BLK Ear Buds,1.0 out of 5 stars,"I've used this particular model of Sony earbuds for years and had not one complaint. They normally last so long, I would not need to order another pair for at least a year or so. The order I received last week? HORRIBLE! I'm not sure if I got a bum pair, but the sound quality is barely audible. What I do hear is scratchy with no bass at all. I thought it might just be my computer (which I've never experienced a problem before with this pair of earphones), but it sounds the same way connected to my Sony Mp3 player. DISGUSTING! I'm not sure if it may have somethign to do with the seller Action Pro (fulfilled by Amazon) or what. I'm pissed because I can't return them; I trusted these earphones so much, I threw the packaging away after deliver. Ugh! Oh well, maybe I'll give it another chance using the sell Audio Plaza (fulfilled by Amazon) and see if there is any difference.",Loyal Sony Earbud Customer...No Longer?
5,Was this review helpful to you?, November 7 2014,Sony MDRE9LP/BLK Ear Buds,4.0 out of 5 stars,"Fit and work well for light or stationary activity, not for high motion though, because they fall out.",Four Stars
6,One person found this helpful. Was this review helpful to you?, April 2 2015,Sony MDRE9LP/BLK Ear Buds,4.0 out of 5 stars,"Awesome! Really good sound quality, but the cord is a bit short. Otherwise a great set of ear buds",Four Stars
7,One person found this helpful. Was this review helpful to you?, February 21 2015,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Very good headphones .,Five Stars
8,Was this review helpful to you?, February 22 2014,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,"I have been using these headphones almost exclusively for about 2 years now (several different pairs, since I tend to lose them often) they sound great, last a long time, and are very comfortable (if you add the foam insert that comes with them)

These are the headphones that I usually go running with, and have not had any issues with them falling out.","Cheap, well made, and overall great"
9,Was this review helpful to you?, April 10 2014,Sony MDRE9LP/BLK Ear Buds,5.0 out of 5 stars,Around my house we go through headphones at a high rate. These are good quality and are expected to last longer than cheaper brands.,VERY GOOD QUALITY FOR THE PRICE
,Comments,Date,Product,Ratings,Reviews,Title
